Subject,Title,Institution,Learning Product,Level,Duration,Gained Skills,Rate,Reviews
Business,Developing Innovative Ideas for Product Leaders,"University of Maryland, College Park",Course,Beginner,1 - 4 Weeks,"New Product Development, Innovation, Market Opportunities, Product Development, Entrepreneurship, Product Management, Corporate Strategy, Competitive Analysis, Market Analysis, Target Market, Consumer Behaviour, Business Strategy, Market Research, Customer Insights, Value Propositions",4.8,1100
Business,Adapting: Career Development,Macquarie University,Specialization,Beginner,3 - 6 Months,"Stress Management, Resilience, Personal Development, Time Management, Intercultural Competence, Cultural Diversity, Professional Development, Cultural Sensitivity, Adaptability, Self-Awareness, Business Ethics, Business Writing, Leadership Development, Diversity and Inclusion, Cross-Functional Team Leadership, Leadership Studies, Prioritization, Lifelong Learning, Mental Health, Communication",4.8,306
Business,Entrepreneurship 3: Growth Strategies,University of Pennsylvania,Course,Beginner,1 - 4 Weeks,"Growth Strategies, Key Performance Indicators (KPIs), Digital Marketing, Performance Measurement, Entrepreneurship, Customer Acquisition Management, Business Metrics, Marketing Strategies, Cost Management, Market Dynamics, Business Strategies, Search Engine Optimization, Human Resources Management and Planning, Talent Management, Forecasting, Organizational Structure, Public Relations",4.7,23000
Business,Term-Structure and Credit Derivatives,Columbia University,Course,Intermediate,1 - 3 Months,"Derivatives, Mortgage Loans, Securities (Finance), Credit Risk, Financial Modeling, Financial Market, Mathematical Modeling, Capital Markets, Securities Trading, Applied Mathematics, Investment Banking, Finance, Market Data, Portfolio Management, Risk Management, Microsoft Excel, Probability",4.6,741
Business,Supply Chain Management Strategy,Rutgers the State University of New Jersey,Course,Mixed,1 - 3 Months,"Strategic Sourcing, Demand Planning, Procurement, Supplier Relationship Management, Supply Chain Planning, Operational Efficiency, Process Improvement, Supply Chain Management, Operations Management, Presentations, Transportation, Supply Chain, and Logistics, Logistics, Strategic Communication, Forecasting, Decision Making",4.8,1100
Business,"Organizational Leadership in Diversity, Equity & Inclusion",Rice University,Specialization,Intermediate,3 - 6 Months,"Diversity Equity and Inclusion Initiatives, Diversity Training, Diversity and Inclusion, Diversity Awareness, Intercultural Competence, Human Resource Strategy, Employee Retention, Demography, Benchmarking, Social Justice, Human Resources, Recruitment Strategies, Organizational Development, Peer Review, Workforce Development, Cultural Diversity, Organizational Effectiveness, Program Evaluation, Organizational Change, Human Resource Policies",4.7,376
Business,Initiating and Planning Projects,"University of California, Irvine",Course,Mixed,1 - 3 Months,"Stakeholder Management, Conflict Management, Project Management, Project Planning, Project Management Life Cycle, Project Scoping, Project Coordination, Organizational Structure, Planning, Human Resources Management and Planning, Influencing",4.8,809
Business,Interviewing and Resume Writing in English,"University of Maryland, College Park",Specialization,Intermediate,3 - 6 Months,"Interviewing Skills, Negotiation, Telephone Skills, Presentations, Verbal Communication Skills, Public Speaking, Professional Development, Applicant Tracking Systems, Marketing Materials, Strategic Marketing, Business Writing, Company, Product, and Service Knowledge, Cultural Responsiveness, Personal Attributes, LinkedIn, Adaptability, Communication, Persuasive Communication, Compensation Strategy, Recruitment",4.8,1300
Business,Advanced Business Strategy,University of Virginia,Course,Beginner,1 - 4 Weeks,"Business Strategy, Business Ethics, Corporate Strategy, Competitive Analysis, Strategic Thinking, Stakeholder Management, Innovation, International Finance, Business Analysis, Business Development, Organizational Strategy, Strategic Decision-Making, Market Dynamics, Product Lifecycle Management",4.6,1400
Business,E-Marketing,"University of California, Irvine",Specialization,Beginner,1 - 3 Months,"Search Engine Marketing, Customer Retention, Persona Development, Digital Marketing, Marketing Analytics, Search Engine Optimization, Marketing Strategies, Key Performance Indicators (KPIs), Target Audience, Marketing Planning, Social Media Strategy, Social Media Marketing, Content Marketing, Customer Acquisition Management, Marketing Strategy and Techniques, Customer Engagement, A/B Testing, Web Analytics, Advertising Campaigns, Google Analytics",4.7,1800
Business,The hidden value – Lean in manufacturing and services,École des Ponts ParisTech,Course,Beginner,1 - 4 Weeks,"Lean Manufacturing, Lean Methodologies, Culture Transformation, Business Transformation, Continuous Improvement Process, Process Improvement, Manufacturing Operations, Service Improvement, Operational Efficiency, Value Engineering, Waste Minimization, Competitive Intelligence, Business Technologies",4.7,2500
Business,Six Sigma Advanced Define and Measure Phases,Kennesaw State University,Course,Intermediate,1 - 3 Months,"Process Capability, Team Management, Team Building, Exploratory Data Analysis, Six Sigma Methodology, Probability & Statistics, Probability Distribution, Statistical Methods, Process Analysis, Statistical Analysis, Lean Six Sigma, Process Mapping, Data Collection, Performance Measurement, Regression Analysis, Pareto Chart, Descriptive Statistics, Process Improvement, Quality Improvement, Business Process",4.1,34
Business,Financial Planning for Young Adults,University of Illinois Urbana-Champaign,Course,Beginner,1 - 3 Months,"Financial Planning, Investments, Budgeting, Risk Management, Goal Setting, Loans, Cash Flows, Finance, Insurance, Financial Management, Credit Risk, Decision Making, Needs Assessment",4.7,227
Business,Six Sigma Tools for Analyze,Kennesaw State University,Course,Beginner,1 - 4 Weeks,"Lean Six Sigma, Root Cause Analysis, Process Analysis, Probability Distribution, Process Capability, Statistical Process Controls, Process Improvement, Quality Improvement, Process Mapping, Statistical Analysis, Probability, Quality Control, Statistics, Risk Management",4.6,155
Business,Introduction to Blockchain Technologies,INSEAD,Course,Beginner,1 - 3 Months,"Blockchain, FinTech, Emerging Technologies, Public Key Infrastructure, Cryptography, Payment Systems, Digital Assets, Cryptographic Protocols, Distributed Computing, Stakeholder Management, Information Privacy, Governance, Network Security, Financial Services, Innovation",4.6,65
Business,Power Platform in Business Analysis,Microsoft,Course,Beginner,1 - 3 Months,"Microsoft Power Platform, Power BI, Microsoft Power Automate/Flow, Interactive Data Visualization, Business Process Automation, Business Workflow Analysis, Application Development, Automation, Data Modeling, Platform As A Service (PaaS), ChatGPT, Self Service Technologies, Data Integration",4.7,32
Business,ESG Impact: Investor Perspective,University of Pennsylvania,Course,Mixed,1 - 4 Weeks,"Environmental Social And Corporate Governance (ESG), Corporate Sustainability, Investments, Return On Investment, Portfolio Management, Sustainability Reporting, Environmental Management Systems, Business Metrics, Stakeholder Management, Market Trend, Risk Management, Correlation Analysis, Trend Analysis, Performance Analysis",4.3,85
Business,Market Risk Management: Frameworks & Strategies,New York Institute of Finance,Course,Beginner,1 - 3 Months,"Risk Management, Risk Modeling, Financial Market, Derivatives, Investment Management, Portfolio Management, Risk Analysis, Market Data, Equities, Estimation, Financial Modeling, Statistical Methods, Probability & Statistics",4.7,305
Business,Impact from Digital Transformation: Full course,EIT Digital,Course,Beginner,1 - 3 Months,"Digital Transformation, Business Transformation, Corporate Strategy, Business Strategy, Organizational Change, Technology Strategies, Business Technologies, Predictive Modeling, Innovation, Leadership, Strategic Decision-Making, Analysis",4.3,252
Business,Pricing Options with Mathematical Models,Caltech,Course,Intermediate,1 - 3 Months,"Derivatives, Financial Market, Securities (Finance), Finance, Risk Modeling, Mathematical Modeling, Financial Modeling, Risk Management, Mathematics and Mathematical Modeling, Probability, Differential Equations, Applied Mathematics, Probability Distribution, Calculus, Correlation Analysis",4.7,1200
Business,Automotive Industrial Engineering,Starweaver,Course,Beginner,1 - 4 Weeks,"Supply Chain Management, Industrial Engineering, Logistics, Transportation, Supply Chain, and Logistics, Materials Management, Operations Management, Corporate Strategy, Operational Efficiency, Business Management, Business Strategies, Manufacturing Processes, Mechanical Engineering, Procurement, Sustainability Reporting, Innovation, Technology Strategies",4.7,95
Business,Fundraising and Development Foundations,"University of California, Davis",Course,Beginner,1 - 4 Weeks,"Fundraising, Grant Writing, Fundraising and Crowdsourcing, Prospecting and Qualification, Philanthropy, Proposal Writing, Campaign Management, Business Writing, Ethical Standards And Conduct, Relationship Management, Communication Strategies, Customer Relationship Management (CRM) Software, Goal Setting",4.7,2000
Business,Salesforce Fundamentals,"University of California, Irvine",Specialization,Beginner,1 - 3 Months,"Salesforce, Salesforce Development, Data Quality, Data Modeling, Data Integration, Business Process Automation, Email Marketing, Data Security, Data Cleansing, Data Management, Business Process, User Accounts, Data Governance, Customer Relationship Management (CRM) Software, Workflow Management, Customer Engagement, Dashboard, Customer Relationship Management, Business Reporting, Stakeholder Engagement",4.6,323
Business,Six Sigma Tools for Improve and Control,Kennesaw State University,Course,Beginner,1 - 3 Months,"Six Sigma Methodology, Process Improvement, Process Optimization, Correlation Analysis, Statistical Hypothesis Testing, Lean Six Sigma, Kaizen Methodology, Regression Analysis, Statistical Process Controls, Process Analysis, Continuous Improvement Process, Quality Management, Project Management, Quality Control, Cost Benefit Analysis, Document Management",4.7,197
